,Date,Time,Location,Sub-location,Lat,Long
0,2021-06-25,1525h - 2320h,Oue Downtown 1 (6 Shenton Way),Oakwood Premier Amtd Singapore,1.27731975064011,103.848596793501
1,2021-06-25,1400h - 1430h,Clementi 448 Market & Food Centre (448 Clementi Avenue  3),,1.31331969319644,103.764517192874
2,2021-06-25,1045h - 1115h,Albert Centre (270 Queen Street),,1.30110201573423,103.854115779087
3,2021-06-25,1935h - 2115h,Lau Pa Sat (18 Raffles Quay),,1.28059421956056,103.850408357959
4,2021-06-24,1645h - 1715h,National University Hospital Medical Centre (1 Lower Kent  Ridge Road),Kopitiam,1.29277432702258,103.784084020155
5,2021-06-24,1400h - 1430h,Ntuc Fairprice (166 Bukit Merah Central),,1.28309262574973,103.817667202598
6,2021-06-24,0950h - 1035h,Mukmin Restaurant Bedok (129 Bedok North Street 2),,1.32755443192195,103.938030484223
7,2021-06-24,1230h - 1330h,Toh Guan Centre (21 Toh Guan Road East),Shi Fu Food Court,1.33764519913569,103.754683157475
8,2021-06-24,1230h - 1300h,Varinice Eating House (450 Clementi Avenue 3),Golden Rooster Clementi,1.31353886128,103.765476305204
9,2021-06-24,1710h - 2210h,Nkf Dialysis Centre (935 Tampines Street 91),,1.34574577748224,103.941348203942
10,2021-06-23,1200h - 1230h,Depot Heights Shopping Centre (108 Depot Road),Yue Hua Food Court,1.28112226852104,103.810031310636
11,2021-06-23,0850h - 1000h,Afghanistan Family Restaurant (201E Tampines Street 23),,1.35292162536007,103.953858335355
12,2021-06-23,1425h - 1540h,Sheng Siong Supermarket (19 Serangoon North Avenue 5),,1.37563500157221,103.871996419103
13,2021-06-23,1645h - 1715h,National University Hospital Medical Centre (1 Lower Kent  Ridge Road),Kopitiam,1.29277432702258,103.784084020155
14,2021-06-23,1535h - 1745h,Tampines 1 (10 Tampines Central 1),,1.35420430432819,103.945051968029
15,2021-06-22,1345h - 1510h,Hotel 81 Selegie (161 Selegie Road),,1.30329354682376,103.849891021142
16,2021-06-22,1230h - 1335h,Tampines Central Community Complex (866A Tampines  Street 83),Ntuc Fairprice,1.35542177253675,103.934315234737
17,2021-06-22,2145h - 2225h,Orchard Central (181 Orchard Road),,1.30083890839245,103.839434733899
18,2021-06-22,2010h - 2100h,Lucky Plaza (304 Orchard Road),J Star Mobile Electronic,1.30450604646634,103.833962339817
19,2021-06-22,1820h - 1850h,Tiong Bahru Plaza (302 Tiong Bahru Road),Ntuc Fairprice,1.28646345355064,103.826935079694
20,2021-06-22,1905h - 1940h,Plaza Singapura (68 Orchard Road),Kopitiam,1.30082071769235,103.845067272666
21,2021-06-22,2055h - 2130h,Han’S @ Springleaf Garden (906 Upper Thomson Road),,1.39758401219137,103.81863214159
22,2021-06-22,1945h - 2045h,Ancient Dynasty Massage & Spa (5 Thong Soon Avenue),,1.39720348402018,103.818772707641
23,2021-06-22,2015h - 2200h,Courts Megastore (50 Tampines North Drive 2),,1.37362336122117,103.933805893357
24,2021-06-22,1750h - 2020h,Ikea Tampines (60 Tampines North Drive 2),,1.37412166439983,103.932414737025
25,2021-06-22,2110h - 2145h,313@Somerset (313 Orchard Road),,1.30101436404056,103.838360664485
26,2021-06-21,1835h - 1940h,Peperoni Pizzeria (267 Upper Thomson Road),,1.35367333900596,103.833307345741
27,2021-06-21,1800h - 1900h,Guan Kim Restaurant (47 Tanglin Halt Road),,1.30079276076265,103.798077052596
28,2021-06-21,0800h - 0955h,Eastpoint Mall (3 Simei Street 6),Ntuc Fairprice,1.34270592355576,103.953024618234
29,2021-06-21,1830h - 2000h,Grand Hyatt Singapore (10 Scotts Road),Straitskitchen,1.30637300291267,103.833257176622
30,2021-06-21,0630h - 0900h,Redhill Market (79 Redhill Lane),,1.2878470282227,103.818349792057
31,2021-06-20,0945h - 2000h,Ion Orchard (2 Orchard Turn),Monster Curry,1.30419142102398,103.831510144742
32,2021-06-20,1820h - 1855h,Hotel 81 Selegie (161 Selegie Road),,1.30329354682376,103.849891021142
33,2021-06-20,1100h - 1400h,Redhill Market (79 Redhill Lane),,1.2878470282227,103.818349792057
34,2021-06-20,1100h - 1330h,Katong Shopping Centre (865 Mountbatten Road),Top Employment Pte Ltd,1.30381323460706,103.900952077233
35,2021-06-20,0630h - 0900h,Redhill Market (79 Redhill Lane),,1.2878470282227,103.818349792057
36,2021-06-20,0640h - 0710h,Giant Express (86 Redhill Close),,1.2869200622963,103.818673592235
37,2021-06-20,1700h - 1900h,Redhill Market (79 Redhill Lane),,1.2878470282227,103.818349792057
38,2021-06-20,1755h - 1930h,Great World City (1 Kim Seng Promenade),,1.29317220444774,103.832095275633
39,2021-06-20,0810h - 0900h,Eastpoint Mall (3 Simei Street 6),Ntuc Fairprice,1.34270592355576,103.953024618234
40,2021-06-20,1820h - 1855h,Giant Supermarket (316B Ang Mo Kio Street 31),,1.36462540270464,103.847677034369
41,2021-06-19,1100h - 1800h,Katong Shopping Centre (865 Mountbatten Road),Top Employment Pte Ltd,1.30381323460706,103.900952077233
42,2021-06-19,1100h - 1400h,Redhill Market (79 Redhill Lane),,1.2878470282227,103.818349792057
43,2021-06-19,0115h - 0230h,China Square (51 Telok Ayer Street),Livewire,1.28286636225753,103.849289233227
44,2021-06-19,1835h - 2135h,Orchid Hotel (1 Tras Link),Jj Dance Movement,1.27693674900724,103.843847224885
45,2021-06-19,0845h - 0930h,Our Tampines Hub (1 Tampines Walk),Public Service Centre,1.35270292681435,103.940200303358
46,2021-06-19,1055h - 1200h,*Scape (2 Orchard Link),Equilibrium Mixed Martial Arts,1.30106463675593,103.835784682851
47,2021-06-19,1700h - 1900h,Redhill Market (79 Redhill Lane),,1.2878470282227,103.818349792057
48,2021-06-19,1045h - 1220h,Pasir Panjang Wholesale Centre (1 Wholesale Centre),Zenxin Organic Food Singapore,1.28524228318448,103.779091500897
49,2021-06-19,0945h - 2000h,Ion Orchard (2 Orchard Turn),Monster Curry,1.30419142102398,103.831510144742
50,2021-06-19,0955h - 1645h,Katong Shopping Centre (865 Mountbatten Road),Central Recruitment Solutions Pte Ltd,1.30381323460706,103.900952077233
51,2021-06-18,0945h - 2000h,Ion Orchard (2 Orchard Turn),Monster Curry,1.30419142102398,103.831510144742
52,2021-06-18,1225h - 1345h,*Scape (2 Orchard Link),Equilibrium Mixed Martial Arts,1.30106463675593,103.835784682851
53,2021-06-18,1225h - 1300h,Lucky Plaza (304 Orchard Road),,1.30450604646634,103.833962339817
54,2021-06-18,1330h - 1800h,Redhill Mrt Station (920 Tiong Bahru Road),Bakery Point,1.28933202700544,103.817058256205
55,2021-06-18,1010h - 1800h,Katong Shopping Centre (865 Mountbatten Road),Central Recruitment Solutions Pte Ltd,1.30381323460706,103.900952077233
56,2021-06-18,1800h - 1950h,Vivocity (1 Harbourfront Walk),,1.26431382492761,103.82207343835
57,2021-06-18,1400h -1500h,Funan (107 North Bridge Road),Premium Eyecare,1.29134759697794,103.849989790085
58,2021-06-18,1545h - 1800h,Northpoint City (930 Yishun Avenue 2),,1.42924414326245,103.836107231373
59,2021-06-18,1315h - 1345h,Prime Supermarket (823 Tampines Street 81),,1.3487449454775,103.934024716838
60,2021-06-18,1425h - 1505h,Boon Lay Shopping Centre (221 Boon Lay Place),Lite Mobile,1.34637376407877,103.712472819666
61,2021-06-17,1815h - 2020h,Ntuc Fairprice (166 Bukit Merah Central),,1.28309262574973,103.817667202598
62,2021-06-17,0945h - 1020h,Ntuc Fairprice Finest (202 Hougang Street 21),,1.35754686861981,103.883962381949
63,2021-06-17,1145h - 1230h,Tiong Bahru Plaza (298 Tiong Bahru Road),,1.28629937187776,103.828093503404
64,2021-06-17,1745h - 1825h,Sim Lim Square (1 Rochor Canal Road),,1.30290658774258,103.853031869482
65,2021-06-17,1640h - 1715h,People'S Park Centre (101 Upper Cross Street),,1.28560659056634,103.843922993246
66,2021-06-17,1015h - 1840h,Katong Shopping Centre (865 Mountbatten Road),Central Recruitment Solutions Pte Ltd,1.30381323460706,103.900952077233
67,2021-06-17,1640h - 1715h,People’S Park Centre (101 Upper Cross Street),Citri Mobile,1.28560659056634,103.843922993246
68,2021-06-17,1250h - 1320h,Healthy Path Spa (84 Bedok North Street 4),,1.33178245077456,103.939208398976
69,2021-06-17,1605h - 1810h,Ikea Tampines (60 Tampines North Drive 2),,1.37412166439983,103.932414737025
70,2021-06-17,1220h - 1315h,Healthy Path Spa (84 Bedok North Street 4),,1.33178245077456,103.939208398976
71,2021-06-17,1035h - 1240h,Ntuc Fairprice (166 Bukit Merah Central),,1.28309262574973,103.817667202598
72,2021-06-17,1255h - 1325h,Tiong Bahru Plaza (298 Tiong Bahru Road),Khai Yong Heng Goldsmith,1.28629937187776,103.828093503404
73,2021-06-17,2000h - 2100h,Market Square @ Downtown East (1 Pasir Ris Close),,1.37595122154029,103.955598940037
74,2021-06-17,1250h - 1430h,Tiong Bahru Plaza (298 Tiong Bahru Road),Khai Yong Heng Goldsmith,1.28629937187776,103.828093503404
75,2021-06-17,1535h - 1710h,Hairpost Beauty Salon (162 Bukit Merah Central),,1.28383730148701,103.81746608298
76,2021-06-16,1020h - 1900h,Katong Shopping Centre (865 Mountbatten Road),Central Recruitment Solutions Pte Ltd,1.30381323460706,103.900952077233
77,2021-06-16,0940h - 1010h,Geylang Bahru Market And Food Centre (69 Geylang  Bahru),,1.32146311046779,103.870005014547
78,2021-06-16,1810h - 1900h,Tiong Bahru Plaza (298 Tiong Bahru Road),,1.28629937187776,103.828093503404
79,2021-06-16,1430h - 1500h,Redhill Market (79 Redhill Lane),,1.2878470282227,103.818349792057
80,2021-06-16,1740h - 1955h,*Scape (2 Orchard Link),Equilibrium Mixed Martial Arts,1.30106463675593,103.835784682851
81,2021-06-15,2000h - 2035h,Joo Chiat Complex (1 Joo Chiat Road),Al Barakah,1.31587653400999,103.898378099316
82,2021-06-15,1605h - 1645h,Public Free Clinic Society (245 Tampines Street 21),,1.35320840937901,103.946489840363
83,2021-06-15,1850h - 2130h,Palelai Buddhist Temple (49 Bedok Walk),,1.33123409196076,103.946203517584
84,2021-06-15,1555h - 1630h,Dawson Place (57 Dawson Road),Ntuc Fairprice,1.29270339855062,103.810958956467
85,2021-06-15,1650h - 1800h,Waterway Point (83 Punggol Central),,1.40638890775119,103.902150850842
86,2021-06-15,0100h - 0130h,Sheng Siong Supermarket (108 Mcnair Road),,1.3216190383169,103.859382719506
87,2021-06-14,1955h - 2030h,Ntuc Fairprice (166 Bukit Merah Central),,1.28309262574973,103.817667202598
88,2021-06-14,0630h - 1600h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
89,2021-06-14,1010h - 1400h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
90,2021-06-14,1755h - 1925h,City Square Mall (180 Kitchener Road),,1.3113051711141,103.856421771626
91,2021-06-14,1600h - 1700h,Courts Megastore (50 Tampines North Drive 2),,1.37362336122117,103.933805893357
92,2021-06-14,1430h - 1500h,Redhill Market (79 Redhill Lane),,1.2878470282227,103.818349792057
93,2021-06-14,1130h - 1205h,Teoh Hock Seng (129 Kim Tian Road),,1.2811530312289,103.828856188305
94,2021-06-14,0745h - 0820h,Eastpoint Mall (3 Simei Street 6),Ntuc Fairprice,1.34270592355576,103.953024618234
95,2021-06-14,1200h - 2100h,Bake King (10 Haig Road),,1.31483950176268,103.895865169739
96,2021-06-14,1655h - 1830h,Ikea Tampines (60 Tampines North Drive 2),,1.37412166439983,103.932414737025
97,2021-06-14,0500h - 1620h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
98,2021-06-14,1940h - 2040h,Jurong Point (1 Jurong West Central 2),,1.3394520043632,103.706685012926
99,2021-06-13,1315h - 1405h,The Clementi Mall (3155 Commonwealth Avenue West),Clementi Public Library,1.31555354277949,103.764596439304
100,2021-06-13,2000h - 2030h,Vivocity (1 Harbourfront Walk),,1.26431382492761,103.82207343835
101,2021-06-13,1530h - 1630h,Katong V Mall (30 East Coast Road),Ntuc Fairprice,1.30385030375719,103.902850370889
102,2021-06-13,1320h - 1430h,Vivocity (1 Harbourfront Walk),"Toys ""R"" Us",1.26431382492761,103.82207343835
103,2021-06-13,1150h - 1220h,Giant Express (86 Redhill Close),,1.2869200622963,103.818673592235
104,2021-06-13,1535h - 1635h,Katong V Mall (30 East Coast Road),Fairprice Finest,1.30385030375719,103.902850370889
105,2021-06-13,1415h - 1505h,Joo Chiat Complex (1 Joo Chiat Road),,1.31587653400999,103.898378099316
106,2021-06-13,1110h - 1315h,Junction 10 (1 Woodlands Road),Sheng Shiong Supermarket,1.38055127973087,103.760106974822
107,2021-06-13,1500h - 1530h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
108,2021-06-13,0800h - 0835h,Ntuc Fairprice (50 Havelock Road),,1.2897647546758,103.826802915076
109,2021-06-13,1310h - 1520h,Vivocity (1 Harbourfront Walk),"Toys ""R"" Us",1.26431382492761,103.82207343835
110,2021-06-13,0630h - 1700h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
111,2021-06-13,1000h - 1535h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
112,2021-06-13,1635h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
113,2021-06-13,1200h - 1530h,Katong Shopping Centre (865 Mountbatten Road),,1.30381323460706,103.900952077233
114,2021-06-13,1200h - 1540h,Katong Shopping Centre (865 Mountbatten Road),,1.30381323460706,103.900952077233
115,2021-06-13,1035h - 1110h,Thomson Plaza (301 Upper Thomson Road),Daiso Japan,1.35479436177561,103.830924910072
116,2021-06-13,0630h - 1150h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
117,2021-06-13,1020h - 1115h,Ntuc Fairprice (166 Bukit Merah Central),,1.28309262574973,103.817667202598
118,2021-06-12,1005h - 1035h,Ntuc Fairprice (166 Bukit Merah Central),,1.28309262574973,103.817667202598
119,2021-06-12,2040h - 2230h,Night Safari (80 Mandai Lake Road),,1.40365248268001,103.792498795944
120,2021-06-12,0930h - 1430h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
121,2021-06-12,1105h - 1205h,Junction 8 (9 Bishan Place),,1.35042215656701,103.848826189269
122,2021-06-12,0600h - 1700h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
123,2021-06-12,0500h - 0530h ,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
124,2021-06-12,1535h - 1630h,Greet Effect Aquarium (801 French Road),,1.30736241836646,103.860472435164
125,2021-06-12,1010h - 1215h,Harvest Care Centre (165 Sims Avenue),Harvester Community Church,1.31478309958573,103.879130196072
126,2021-06-12,1535h - 1610h,Sheng Shiong Supermarket (88 Tanglin Halt Road),,1.301864727407,103.798174301286
127,2021-06-12,1000h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
128,2021-06-12,1000h - 1930h,Telok Blangah Food Centre (79 Telok Blangah Drive),Al-Barakah Food Corner,1.27335599353959,103.807618129935
129,2021-06-12,0630h - 1700h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
130,2021-06-12,1100h - 1130h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
131,2021-06-12,0830h - 1430h,115 Bukit Merah View Market & Hawker Centre (115 Bukit  Merah View),,1.28550445567433,103.821823256087
132,2021-06-12,0915h - 0945h,Kim San Leng Coffee Shop (116 Bukit Merah View),,1.28513427067055,103.821532226321
133,2021-06-12,0630h - 1115h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
134,2021-06-11,1930h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
135,2021-06-11,1100h - 1130h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
136,2021-06-11,1230h - 1335h,Ntuc Fairprice (166 Bukit Merah Central),,1.28309262574973,103.817667202598
137,2021-06-11,1105h - 1140h,Chinatown Complex (335 Smith Street),Wet Market,1.2822749605271,103.843238518071
138,2021-06-11,1815h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
139,2021-06-11,0630h - 1230h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
140,2021-06-11,1140h - 1215h,Chinatown Complex (335 Smith Street),Myck - Chinatown,1.2822749605271,103.843238518071
141,2021-06-11,1700h - 2100h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
142,2021-06-11,1450h - 1700h,Northpoint City (930 Yishun Avenue 2),,1.42924414326245,103.836107231373
143,2021-06-11,1730h - 1930h,Katong V Mall (30 East Coast Road),Fairprice Finest,1.30385030375719,103.902850370889
144,2021-06-11,1610h - 1645h,The Clementi Mall (3155 Commonwealth Avenue West),,1.31555354277949,103.764596439304
145,2021-06-11,1235h - 1335h,Ntuc Fairprice (166 Bukit Merah Central),,1.28309262574973,103.817667202598
146,2021-06-11,1110h - 1145h,Artra (12 Alexandra View),Fairprice Finest,1.29012765494819,103.816552347869
147,2021-06-11,0930h - 1430h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
148,2021-06-11,1325h - 1520h,Hing Show Nails (82 Marine Parade Central),,1.30248110033246,103.906791337078
149,2021-06-11,0600h - 0900h,"Ion Orchard (2 Orchard Turn)
",,1.30419142102398,103.831510144742
150,2021-06-11,1000h - 1930h,Telok Blangah Food Centre (79 Telok Blangah Drive),Al-Barakah Food Corner,1.27335599353959,103.807618129935
151,2021-06-11,1730h - 1815h,Katong V Mall (30 East Coast Road),Fairprice Finest,1.30385030375719,103.902850370889
152,2021-06-11,1000h - 1735h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
153,2021-06-11,1030h - 1900,"Ion Orchard (2 Orchard Turn)
",,1.30419142102398,103.831510144742
154,2021-06-10,1500h - 1535h,Hdb Bukit Merah Branch (166 Bukit Merah Central),,1.28309262574973,103.817667202598
155,2021-06-10,0930h - 1430h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
156,2021-06-10,1455h - 1730h,Fu Lu Shou Complex (149 Rochor Road),,1.30151258571919,103.854497235401
157,2021-06-10,1100h - 1130h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
158,2021-06-10,1000h - 1740h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
159,2021-06-10,1000h - 1930h,Telok Blangah Food Centre (79 Telok Blangah Drive),Al-Barakah Food Corner,1.27335599353959,103.807618129935
160,2021-06-10,1700h - 2100h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
161,2021-06-10,1205h - 1310h,Renee Hair Salon (756 Upper Serangoon Road),,1.35348082277147,103.878828134896
162,2021-06-10,1930h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
163,2021-06-10,0800h - 1400h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
164,2021-06-10,1735h - 1930h,Katong V Mall (30 East Coast Road),Fairprice Finest,1.30385030375719,103.902850370889
165,2021-06-09,0800h - 1500h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
166,2021-06-09,0600h - 1500h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
167,2021-06-09,1510h - 1550h,Tiong Bahru Plaza (298 Tiong Bahru Road)  ,Fairprice Finest,1.28629937187776,103.828093503404
168,2021-06-09,0500h - 1800h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
169,2021-06-09,1000h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
170,2021-06-09,0630h - 1100h ,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
171,2021-06-09,0600h - 1900h,Ion Orchard (2 Orchard Turn),,1.30419142102398,103.831510144742
172,2021-06-08,1035h - 1145h,Tiong Bahru Plaza (298 Tiong Bahru Road,,1.28629937187776,103.828093503404
173,2021-06-08,0630h - 1025h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
174,2021-06-08,1505h - 1555h,Excelsior Shopping Centre (5 Coleman Street),,1.29201593006902,103.849820400271
175,2021-06-08,0820h - 0900h,Tiong Bahru Market And Food Centre (30 Seng Poh Road),,1.28468599168094,103.832421566287
176,2021-06-08,1000h - 1200h,Posb Tiong Bahru Branch (302 Tiong Bahru Road),,1.28646345355064,103.826935079694
177,2021-06-08,1505h - 1540h,Ten Dollars Salon (13 Haig Road),,1.31514204972284,103.895609544204
178,2021-06-08,1025h - 1100h,Ntuc Fairprice (50 Havelock Road),,1.2897647546758,103.826802915076
179,2021-06-08,1325h - 1425h,Ion Orchard (2 Orchard Turn),,1.30419142102398,103.831510144742
180,2021-06-08,0730h - 0815h,Redhill Market (79 Redhill Lane),,1.2878470282227,103.818349792057
181,2021-06-08,0920h - 1500h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
182,2021-06-08,1000h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
183,2021-06-07,1000h - 1610h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
184,2021-06-07,1120h - 1200h,Tiong Bahru Plaza (298 Tiong Bahru Road,,1.28629937187776,103.828093503404
185,2021-06-07,1705h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
186,2021-06-07,1300h - 1505h,Ngee Ann City (391A Orchard Road),Takashimaya Shopping Centre,1.30242417189411,103.834676124723
187,2021-06-07,0630h - 1110h,Tiong Bahru Yong Tau Hu (56 Eng Hoon Street),,1.28424137023496,103.833923067555
188,2021-06-07,1605h - 1710h,Katong V Mall (30 East Coast Road),Fairprice Finest,1.30385030375719,103.902850370889
189,2021-06-07,1220h - 1300h,"Ion Orchard (2 Orchard Turn)
",,1.30419142102398,103.831510144742
190,2021-06-07,0900h - 1000h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
191,2021-06-06,1000h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
192,2021-06-06,1100h - 1145h,Orchard Central (181 Orchard Road),Uniqlo,1.30083890839245,103.839434733899
193,2021-06-06,0645h - 1700h,Takashimaya (391A Orchard Road),St. Leaven,1.30242417189411,103.834676124723
194,2021-06-06,1955h - 2045h,Queenstown Community Centre (365 Commonwealth Avenue),,1.29915024159231,103.801305105971
195,2021-06-06,1700h - 1945h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
196,2021-06-06,1555h - 1700h,Shona Thai Foot Massage (8 Telok Blangah Crescent),,1.27779539068994,103.819341303524
197,2021-06-06,1240h - 1345h,"Ion Orchard (2 Orchard Turn)
",,1.30419142102398,103.831510144742
198,2021-06-06,1000h - 1100h,The Centrepoint (176 Orchard Road),Decathlon,1.30151446722773,103.840054426935
199,2021-06-06,0930h - 1430h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
200,2021-06-06,1635h - 1710h,Causeway Point (1 Woodlands Square),,1.43600784474269,103.78568873405
201,2021-06-06,0600h - 1400h,115 Bukit Merah View Market & Hawker Centre (115 Bukit Merah View),,1.28550445567433,103.821823256087
202,2021-06-06,1300h - 2130h,Ion Orchard (2 Orchard Turn),Four Leaves,1.30419142102398,103.831510144742
203,2021-06-05,1550h - 1625h ,Ntuc Fairprice (849 Yishun Ring Road),,1.4169831658118,103.835218177871
204,2021-06-05,1000h - 2000h,Katong Shopping Centre (865 Mountbatten Road),Union United Employment Pte Ltd,1.30381323460706,103.900952077233
205,2021-06-05,1015h - 1200h,Harvest Care Centre (165 Sims Avenue),Harvester Community Church,1.31478309958573,103.879130196072
206,2021-06-05,1510h - 1545h,"Ion Orchard (2 Orchard Turn)
",,1.30419142102398,103.831510144742
207,2021-06-05,0900h - 2130h,Ion Orchard (2 Orchard Turn),Four Leaves,1.30419142102398,103.831510144742
208,2021-06-04,1230h - 2030h,"Ion Orchard (2 Orchard Turn)
",Guardian,1.30419142102398,103.831510144742
209,2021-06-04,1300h - 2130h,Ion Orchard (2 Orchard Turn),Four Leaves,1.30419142102398,103.831510144742
210,2021-06-03,1230h - 2030h,"Ion Orchard (2 Orchard Turn)
",Guardian,1.30419142102398,103.831510144742
211,2021-06-03,1900h - 1950h,Peninsula Plaza (111 North Bridge Road),,1.29222075807721,103.850612609298
212,2021-06-03,1720h - 1920h,Angel Salon (38 Beo Crescent),,1.28855393184563,103.827290023383
213,2021-06-03,0645h - 1700h,Takashimaya (391A Orchard Road),St. Leaven,1.30242417189411,103.834676124723
214,2021-06-03,0845h - 1050h,Ion Orchard (2 Orchard Turn),Dolce & Gabbana,1.30419142102398,103.831510144742
215,2021-06-03,0900h - 1600h,Ion Orchard (2 Orchard Turn),Four Leaves,1.30419142102398,103.831510144742
216,2021-06-03,1645h - 1720h,People'S Park Complex (1 Park Road),Scarlett Supermarket,1.3708718379447,103.978312286363
217,2021-06-03,1845h - 1935h,Oasis Terraces (681 Punggol Drive),Ntuc Fairprice,1.40278015725693,103.913215101343
218,2021-06-03,1955h - 2035h,Mustafa Centre (145 Syed Alwi Road),,1.31053493112425,103.855002052529
219,2021-06-02,1420h - 1520h,Velocity@Novena Square (238 Thomson Road),,1.32021100706836,103.843656761867
220,2021-06-02,2115h - 2150h,Sheng Shiong Supermarket (52 Chin Swee Road),,1.28708278284998,103.841580109275
221,2021-06-02,1320h - 1420h,Novena Square 2 (10 Sinaran Drive)  ,,1.32044103104797,103.844192628979
222,2021-06-02,0725h - 0930h,The Poiz Centre (51 Upper Serangoon Road),,1.33135550782584,103.868150095119
223,2021-06-01,0735h - 0810h,Sheng Shiong Supermarket (446A Fajar Road),,1.38377798738412,103.771350678551
224,2021-06-01,2100h - 2130h,Hdb Hub (500 Toa Payoh Lorong 6)  ,Ntuc Fairprice,1.33296549735939,103.847050346651
225,2021-06-01,1955h - 2030h,Seletar Mall (33 Sengkang West Avenue),Ntuc Fairprice,1.39131549124709,103.876213231014
226,2021-06-01,1000h - 1230h,Jic Inspection Services (53 Pioneer Road),,1.31132678775472,103.657852885901
227,2021-06-01,1100h - 1230h,Vicom Inspection Centre (511 Bukit Batok Street 2),,1.34184034724609,103.755821901766
228,2021-06-01,1725h - 1800h,Yew Tee Point (21 Choa Chu Kang North 6),Ntuc Fairprice,1.39708432396576,103.746598000147
229,2021-06-01,1230h - 2030h,"Ion Orchard (2 Orchard Turn)
",Guardian,1.30419142102398,103.831510144742
230,2021-06-01,0900h - 0930h,Beo Crescent Market (38A Beo Crescent),,1.28883089150258,103.827353892228
